ident(String),type(String),name(String),elevation_ft(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String)
04VT,small_airport,Lightning Bolt Field Airport,2156.0,,US,US-VT,Cabot,04VT,04VT
04W,small_airport,Field of Dreams Airport,1021.0,,US,US-MN,Hinckley,04W,04W
04WA,small_airport,Ox Meadows Airport,2345.0,,US,US-WA,Spokane,04WA,04WA
04WI,small_airport,Dutch Gap Airstrip,760.0,,US,US-WI,Bristol,04WI,04WI
04WN,small_airport,Stillwater Creek Airport,1510.0,,US,US-WA,Royal City,04WN,04WN
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137.0,,US,US-WV,Morgantown,04WV,04WV
04XS,closed,Schmidts Heliport,625.0,,US,US-TX,Mansfield,,
05AK,small_airport,Wasilla Creek Airpark,620.0,,US,US-AK,Palmer,05AK,05AK
05AL,heliport,Allen Stagefield Army Heliport,365.0,,US,US-AL,Fort Rucker/Wicksburg,05AL,05AL
05AR,small_airport,Ozark Skies Airpark,1900.0,,US,US-AR,Kingston,05AR,05AR
05AZ,heliport,Yuma Regional Medical Center Heliport,200.0,,US,US-AZ,Yuma,05AZ,05AZ
05B,seaplane_base,Van Buren Seaplane Base,440.0,,US,US-ME,Van Buren,,05B
05CA,heliport,Lost Hills Sheriff's Station Heliport,888.0,,US,US-CA,Calabasas,05CA,05CA
05CL,small_airport,Pope Valley Airport,618.0,,US,US-CA,Pope Valley,05CL,05CL
05CO,small_airport,Rancho De Aereo Airport,4978.0,,US,US-CO,Mead,05CO,05CO
05CT,heliport,O And G Heliport,600.0,,US,US-CT,Torrington,05CT,05CT
05FA,small_airport,Melanie's Airport,295.0,,US,US-FL,Florala,05FA,05FA
05FD,heliport,Aventura Heliport,6.0,,US,US-FL,North Miami Beach,05FD,05FD
05FL,small_airport,Charlton Strip,36.0,,US,US-FL,La Belle,05FL,05FL
05GA,small_airport,Raju Airport,625.0,,US,US-GA,Richland,05GA,05GA
05IA,small_airport,Spotts Field,1155.0,,US,US-IA,Nora Springs,05IA,05IA
05ID,small_airport,Running Creek Ranch Airport,2969.0,,US,US-ID,Grangeville,05ID,05ID
05II,small_airport,Reichhart Airport,795.0,,US,US-IN,New Haven,05II,05II
05IL,small_airport,Classic Landings Airport,635.0,,US,US-IL,Bonfield,05IL,05IL
05IN,small_airport,Cooper Airport,860.0,,US,US-IN,Belleville,05IN,05IN
05IS,small_airport,Hardy Airport,605.0,,US,US-IL,Mount Auburn,05IS,05IS
05KS,small_airport,Darbro Field,945.0,,US,US-KS,Elk City,05KS,05KS
05KY,small_airport,Cartersville Airport,1070.0,,US,US-KY,Berea,05KY,05KY
05LA,small_airport,Greg's Flying Service Airport,76.0,,US,US-LA,Baskin,05LA,05LA
05LL,heliport,Midwest Heliport,710.0,,US,US-IL,Willowbrook,05LL,05LL
05LS,small_airport,Grass Roots Airport,83.0,,US,US-LA,Alexandria,05LS,05LS
05M,heliport,Pauls Valley General Hospital Heliport,911.0,,US,US-OK,Pauls Valley,,
05MA,heliport,Bentley Heliport,80.0,,US,US-MA,Ipswich,05MA,05MA
05MD,small_airport,Breezecroft Airport,20.0,,US,US-MD,Chestertown,05MD,05MD
05ME,small_airport,Drisko Airport,70.0,,US,US-ME,Jonesboro,05ME,05ME
05MN,heliport,Northern Pines Medical Center Heliport,1446.0,,US,US-MN,Aurora,05MN,05MN
05MO,heliport,Portageville Community Heliport,272.0,,US,US-MO,Portageville,05MO,05MO
05MS,heliport,Va Medical Center Jackson Heliport,359.0,,US,US-MS,Jackson,05MS,05MS
05MT,small_airport,Jones Landing,4364.0,,US,US-MT,Belgrade,05MT,05MT
05NC,closed,Brunswick Community Hospital Heliport,63.0,,US,US-NC,Supply,,
05NE,small_airport,Mc Kay Airport,2010.0,,US,US-NE,Spalding,05NE,05NE
05NH,heliport,Stumpfield Heliport,200.0,,US,US-NH,Kensington,05NH,05NH
05NJ,heliport,Paulus Hook Pier Heliport,7.0,,US,US-NJ,Jersey City,05NJ,05NJ
05NV,small_airport,Baker Ranches Airport,5180.0,,US,US-NV,Baker,05NV,05NV
05NY,heliport,Oswego County At Pulaski Heliport,445.0,,US,US-NY,Pulaski,05NY,05NY
05OI,small_airport,Dorlon Airpark,830.0,,US,US-OH,Columbia Station,05OI,05OI
05OK,closed,Hawk Haven Airport,1075.0,,US,US-OK,Crescent,,
05OR,small_airport,Peacock Ranch Airport,3500.0,,US,US-OR,Enterprise,05OR,05OR
05PA,heliport,PECO Mob. Heliport,110.0,,US,US-PA,Philadelphia,05PA,05PA
05PN,heliport,State Police Area Iii Heliport,485.0,,US,US-PA,Harrisburg,05PN,05PN
05PS,small_airport,Mills Brothers Airport,1210.0,,US,US-PA,Burnt Cabins,05PS,05PS
05S,small_airport,Vernonia Airfield,647.0,,US,US-OR,Vernonia,05S,05S
05TA,small_airport,Brandes Air Field,276.0,,US,US-TX,Sealy,05TA,05TA
05TE,small_airport,Hilde-Griff Field,950.0,,US,US-TX,Georgetown,05TE,05TE
05TN,closed,Thurmond Glenn Field,285.0,,US,US-TN,Covington,,
05TS,small_airport,Dew Drop Airport,750.0,,US,US-TX,Justin,05TS,05TS
05TX,small_airport,Circle 'A' Ranch Airport,608.0,,US,US-TX,Blum,05TX,05TX
05UT,small_airport,Oljato Airport,4838.0,,US,US-UT,Oljato,05UT,05UT
05V,small_airport,Blanca Airport,7720.0,,US,US-CO,Blanca,05V,05V
05VA,small_airport,Providence Airport,445.0,,US,US-VA,Farmville,05VA,05VA
05VT,heliport,Port of Highgate Springs Heliport,68.0,,US,US-VT,Highgate Springs,05VT,05VT
05WA,heliport,Sacred Heart Medical Center Helistop,2220.0,,US,US-WA,Spokane,05WA,05WA
05WI,small_airport,Ames Private Airport,958.0,,US,US-WI,Darien,05WI,05WI
05WN,small_airport,Flat Creek Field,1570.0,,US,US-WA,Kettle Falls,05WN,05WN
05XS,small_airport,Johnson Memorial Airport,105.0,,US,US-AR,Wilmot,05XS,05XS
05Y,small_airport,Henning Municipal Airport,1455.0,,US,US-MN,Henning,05Y,05Y
06AK,small_airport,June Lake Airpark,425.0,,US,US-AK,Wasilla,06AK,06AK
06AL,heliport,Brown Stagefield Army Heliport,415.0,,US,US-AL,Fort Rucker/New Brockton,06AL,06AL
06AR,small_airport,Bondair Airport,499.0,,US,US-AR,Higden,06AR,06AR
06AZ,heliport,Mercy Gilbert Medical Center Heliport,1280.0,,US,US-AZ,Gilbert,06AZ,06AZ
06B,seaplane_base,Lucky Landing Marina and Seaplane Base,115.0,,US,US-ME,Bangor,06B,06B
06CA,heliport,Sce Solar I Heliport,1942.0,,US,US-CA,Yermo,06CA,06CA
06CL,heliport,Abc7-Tv Heliport,520.0,,US,US-CA,Glendale,06CL,06CL
06CO,small_airport,Jecan Airport,5100.0,,US,US-CO,Branson,06CO,06CO
06FA,small_airport,William P Gwinn Airport,28.0,,US,US-FL,Jupiter,06FA,06FA
06FD,small_airport,Grass Roots Airpark,105.0,,US,US-FL,Mascotte,06FD,06FD
06FL,heliport,Morton Plant Hospital Heliport,3.0,,US,US-FL,Clearwater,06FL,06FL
06GA,heliport,Smith Heliport,1065.0,,US,US-GA,Redan,06GA,06GA
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,536.0,,US,US-IN,French Lick,06I,06I
06IA,small_airport,Rich Field,880.0,,US,US-IA,Walford,06IA,06IA
06ID,small_airport,Larkin Airport,2750.0,,US,US-ID,Kuna,06ID,06ID
06IL,small_airport,Humm Airport,708.0,,US,US-IL,Earlville,06IL,06IL
06IN,closed,Ellis Fly-In Airport,575.0,,US,US-IN,Blackhawk,,
06IS,small_airport,Sinele Strip,695.0,,US,US-IL,Nauvoo,06IS,06IS
06KS,heliport,Riverside Hospital Airlift Heliport,1332.0,,US,US-KS,Wichita,06KS,06KS
06KY,heliport,Falcon Heliport,751.0,,US,US-KY,Jackson,06KY,06KY
06LA,heliport,Panther Helicopters Inc Heliport,,,US,US-LA,Belle Chasse,06LA,06LA
06LL,closed,Hammersmith Heliport,812.0,,US,US-IL,Elburn,,
06LS,heliport,Tembec Heliport,85.0,,US,US-LA,St Francisville,06LS,06LS
06MA,heliport,The Barn Heliport,210.0,,US,US-MA,Pepperell,06MA,06MA
06MD,heliport,Bayview Heliport,132.0,,US,US-MD,Baltimore,06MD,06MD
06ME,heliport,Barker Heliport,649.0,,US,US-ME,Bethel,06ME,06ME
06MI,heliport,W A Foote Memorial Hospital Heliport,978.0,,US,US-MI,Jackson,06MI,06MI
06MN,small_airport,Pike Field Airport,1463.0,,US,US-MN,Virginia,06MN,06MN
06MO,small_airport,Noahs Ark Airport,755.0,,US,US-MO,Waldron,06MO,06MO
06MT,small_airport,Torgerson Airport,3541.0,,US,US-MT,Ethridge,06MT,06MT
06N,small_airport,Randall Airport,523.0,,US,US-NY,Middletown,06N,06N
06NC,small_airport,Tailwinds Airport,163.0,,US,US-NC,St. Pauls,06NC,06NC
06ND,small_airport,Fitterer's Strip,2180.0,,US,US-ND,Glen Ullin,06ND,06ND
06NE,heliport,St Marys Hospital Heliport,1015.0,,US,US-NE,Nebraska City,06NE,06NE
06NH,small_airport,Cole Farm Airport,160.0,,US,US-NH,Kensington,06NH,06NH
06NJ,closed,Chemical Bank - New Jersey Na Heliport,25.0,,US,US-NJ,Moorestown,,
06NV,small_airport,Silver Creek Airport,5556.0,,US,US-NV,Baker,06NV,06NV
06NY,small_airport,Murphy Field,1100.0,,US,US-NY,Auburn,06NY,06NY
06O1,heliport,Saint Elizabeth Medical Center Heliport,1020.0,,US,US-OH,Youngstown,06O1,06O1
06OH,small_airport,Hal Joy Airfield,1160.0,,US,US-OH,Williamsfield,06OH,06OH
06OI,small_airport,Green Acres Airport,915.0,,US,US-OH,New Lebanon,06OI,06OI
06OK,heliport,Albert Lodge Heliport,900.0,,US,US-OK,Grove,06OK,06OK
06OR,small_airport,Hayden Mountain Airport,850.0,,US,US-OR,Forest Grove,06OR,06OR
06PA,small_airport,Freefall Oz Airport,1440.0,,US,US-PA,Ceres,06PA,06PA
06PN,heliport,Schiavoni Heliport,727.0,,US,US-PA,Harrisburg,06PN,06PN
06PS,heliport,Cherokee Island Castle Heliport,760.0,,US,US-PA,West Homestead,06PS,06PS
06R,small_airport,Grawunder Field,289.0,,US,US-TX,Bellville,06R,06R
06SN,small_airport,Beyer Farm Airport,1340.0,,US,US-KS,Derby,06SN,06SN
06TA,small_airport,Glaser Field,480.0,,US,US-TX,Buckholts,06TA,06TA
06TE,small_airport,Ainsworth Airport,129.0,,US,US-TX,Cleveland,06TE,06TE
06TN,small_airport,Hunter STOLport,640.0,,US,US-TN,Columbia,06TN,06TN
06TS,closed,Roscoe Mc Connico Airport,350.0,,US,US-TX,Kerens,,
06TX,small_airport,Diamond N Ranch Airport,215.0,,US,US-TX,Hockley,06TX,06TX
06VA,small_airport,Mount Horeb Field,1160.0,,US,US-VA,Grottoes,06VA,06VA
06WA,heliport,N A Degerstrom Yard Heliport,2013.0,,US,US-WA,Spokane,06WA,06WA
06WI,small_airport,Young Private Airport,1075.0,,US,US-WI,Frederic,06WI,06WI
06WN,small_airport,Western Airpark,394.0,,US,US-WA,Yelm,06WN,06WN
06XS,small_airport,Campbell Field,546.0,,US,US-TX,Aubrey,06XS,06XS
06Y,small_airport,Herman Municipal Airport,1068.0,,US,US-MN,Herman,06Y,06Y
07AA,small_airport,Pan Lake Strip Airport,357.0,,US,US-AK,Willow,07AA,07AA
07AL,heliport,Tac X Stagefield Army Heliport,132.0,,US,US-AL,Fort Rucker/Samson,07AL,07AL
07AR,small_airport,Morrilton Airport,300.0,,US,US-AR,Morrilton,07AR,07AR
07AZ,closed,John C Lincoln Hospital Heliport,1255.0,,US,US-AZ,Phoenix,07AZ,07AZ
07B,small_airport,Blue Hill Airport,360.0,,US,US-ME,Blue Hill,07B,07B
07CA,heliport,West Side Hospital Heliport,850.0,,US,US-CA,Taft,07CA,07CA
07CL,small_airport,Richvale Airport,100.0,,US,US-CA,Richvale,07CL,07CL
07CO,small_airport,Comanche Creek Airport,6620.0,,US,US-CO,Kiowa,07CO,07CO
07CT,closed,Tnt Heliport,430.0,,US,US-CT,Salem,07CT,07CT
07D,small_airport,Tackaberry Airport,764.0,,US,US-MI,Avoca,07D,07D
07FA,small_airport,Ocean Reef Club Airport,8.0,,US,US-FL,Key Largo,07FA,07FA
07FD,closed,Flying G Ranch STOLport,90.0,,US,US-FL,Lee,,
07FL,heliport,Southwest Florida Regional Medical Center Heliport,18.0,,US,US-FL,Fort Myers,07FL,07FL
07GA,small_airport,Alcovy Airport,750.0,,US,US-GA,Covington,07GA,07GA
07I,seaplane_base,Lake Monroe Seaplane Base,538.0,,US,US-IN,Bloomington,07I,07I
07ID,small_airport,Interstate Airport,4580.0,,US,US-ID,Malta,07ID,07ID
07II,heliport,St Vincent Jennings Hospital Heliport,740.0,,US,US-IN,North Vernon,07II,07II
07IN,small_airport,Gray Airport,750.0,,US,US-IN,Boggstown,07IN,07IN
07K,small_airport,Central City Municipal - Larry Reineke Field,1717.0,,US,US-NE,Central City,07K,07K
07KS,small_airport,Heape Field,1321.0,,US,US-KS,Augusta,07KS,07KS
07KY,small_airport,Blue Lick Airport,532.0,,US,US-KY,Louisville,07KY,07KY
07LA,closed,Air Oil Inc Nr 1 Heliport,,,US,US-LA,Harahan,,
07LS,heliport,LA State Police Troop F Heliport,80.0,,US,US-LA,Monroe,07LS,07LS
07MA,heliport,West Pond Heliport,149.0,,US,US-MA,Plymouth,07MA,07MA
07MD,small_airport,Baugher's Orchard Airport,700.0,,US,US-MD,Westminster,07MD,07MD
07ME,heliport,Westbrook Heliport,250.0,,US,US-ME,Westbrook,07ME,07ME
07MI,small_airport,Scott Airstrip,1065.0,,US,US-MI,Lake,07MI,07MI
07MN,small_airport,Dairyview Airport,1680.0,,US,US-MN,Hadley,07MN,07MN
07MO,small_airport,Lake Sexton Airport,880.0,,US,US-MO,Warrensburg,07MO,07MO
07MT,small_airport,Glasgow Industrial Airport,2762.0,,US,US-MT,Glasgow,07MT,07MT
07N,small_airport,Bermudian Valley Airpark,470.0,,US,US-PA,Kralltown,07N,07N
07NC,small_airport,Hawks Meadow Airport,625.0,,US,US-NC,Waxhaw,07NC,07NC
07NH,seaplane_base,Diving Rock Seaplane Base,1404.0,,US,US-NH,Washington,07NH,07NH
07NJ,heliport,Hackensack UMC Palisades Heliport,10.0,,US,US-NJ,North Bergen,07NJ,07NJ
07NV,small_airport,Border Line Farm Airport,5120.0,,US,US-NV,Baker,07NV,07NV
07NY,heliport,Mmc Heliport,1320.0,,US,US-NY,Monticello,07NY,07NY
07OH,closed,Tennessee Gas Heliport,1025.0,,US,US-OH,Claysville,,
07OK,small_airport,Pleasant Valley Airport,1322.0,,US,US-OK,Snyder,07OK,07OK
07OR,small_airport,Bruce's Airport,250.0,,US,US-OR,Milwaukie,07OR,07OR
07PN,small_airport,Folmar Airport,1690.0,,US,US-PA,Grassflat,07PN,07PN
07SN,small_airport,Churchill Airport,1965.0,,US,US-KS,Phillipsburg,07SN,07SN
07TA,heliport,Salaika Aviation Heliport,30.0,,US,US-TX,Danbury,07TA,07TA
07TE,small_airport,Cuddihy Field,39.0,,US,US-TX,Corpus Christi,07TE,07TE
07TN,small_airport,Corntassel Airport,970.0,,US,US-TN,Vonore,07TN,07TN
07TS,small_airport,Cross-Country Estates Airport,690.0,,US,US-TX,Georgetown,07TS,07TS
07TX,heliport,Pecks Heliport,660.0,,US,US-TX,Princeton,07TX,07TX
07UT,small_airport,E Northrop Grumman Airport,4480.0,,US,US-UT,Howell,07UT,07UT
07VA,small_airport,Alpha Hotel Airport,350.0,,US,US-VA,Clover,07VA,07VA
07VT,small_airport,Meadow STOLport,801.0,,US,US-VT,Jericho,07VT,07VT
07WA,heliport,Multicare Deaconess Hospital Heliport,2110.0,,US,US-WA,Spokane,07WA,07WA
07WI,closed,Bartell Strip,990.0,,US,US-WI,Genessee Depot,,
07XS,heliport,Allen Ponderosa Heliport,840.0,,US,US-TX,Crowley,07XS,07XS
07Y,small_airport,Hill City-Quadna Mountain Airport,1289.0,,US,US-MN,Hill City,07Y,07Y
08AK,small_airport,Fisher Airport,200.0,,US,US-AK,Big Lake,08AK,08AK
08AR,closed,Crittenden Regional Hospital Heliport,206.0,,US,US-AR,West Memphis,,
08AZ,heliport,Mesa Police Heliport,1240.0,,US,US-AZ,Mesa,08AZ,08AZ
08B,small_airport,Merrymeeting Field,65.0,,US,US-ME,Bowdoinham,08B,08B
08CA,heliport,Pg & E Co. Placerville Svc Center Heliport,1810.0,,US,US-CA,Diamond Springs,08CA,08CA
08CL,small_airport,Kistler Ranch Airport,1025.0,,US,US-CA,Jamestown,08CL,08CL
08CN,heliport,Tulare Motor Sports #1 Heliport,270.0,,US,US-CA,Tulare,08CN,08CN
08CO,small_airport,Terra Firma Airport,5600.0,,US,US-CO,Rush,08CO,08CO
08CT,seaplane_base,Seavair's Landing Seaplane Base,881.0,,US,US-CT,Winsted,08CT,08CT
08F,small_airport,City of Coalgate Airport,615.0,,US,US-OK,Coalgate,08F,08F
08FA,small_airport,Duda Airstrip,35.0,,US,US-FL,La Belle,08FA,08FA
08FD,small_airport,Sunniland Ranch Airport,65.0,,US,US-FL,Okeechobee,08FD,08FD
08FL,small_airport,J. H. Hendrie Farms Airport,103.0,,US,US-FL,Lake Placid,08FL,08FL
08G,heliport,Salt Fork Lodge Heliport,960.0,,US,US-OH,Cambridge,08G,08G
08GA,small_airport,Sapelo Island Airport,12.0,,US,US-GA,Darien,08GA,08GA
08ID,small_airport,Symms Airport,2680.0,,US,US-ID,Marsing,08ID,08ID
08II,heliport,Parkview Lagrange Hospital Heliport,943.0,,US,US-IN,Lagrange,08II,08II
08IL,small_airport,Harms Airstrip,643.0,,US,US-IL,Tampico,08IL,08IL
08IN,seaplane_base,Winona Lake Seaplane Base,812.0,,US,US-IN,Winona Lake,02D,02D
08IS,small_airport,Hemmer RLA Restricted Landing Area,400.0,,US,US-IL,Du Quoin,08IS,08IS
08KS,small_airport,Alderson Airport,1250.0,,US,US-KS,Bennington,08KS,08KS
08KY,small_airport,Boss Airport,820.0,,US,US-KY,Burnside,08KY,08KY
08LA,heliport,Air Oil Inc Nr 2 Heliport,4.0,,US,US-LA,Harahan,08LA,08LA
08LL,small_airport,Sauer Airport,665.0,,US,US-IL,Dwight,08LL,08LL
08LS,small_airport,Aeleron Airport,51.0,,US,US-LA,Grand Coteau,08LS,08LS
08MA,small_airport,Wormid Airport,360.0,,US,US-MA,Southborough,08MA,08MA
08MD,heliport,St Joseph Hospital Heliport,470.0,,US,US-MD,Towson,08MD,08MD
08ME,small_airport,Lindbergh Airport,554.0,,US,US-ME,Avon,08ME,08ME
08MI,heliport,Sparrow Hospital Heliport,1019.0,,US,US-MI,Lansing,08MI,08MI
08MN,seaplane_base,Christenson Point Seaplane Base,1372.0,,US,US-MN,Chisholm/Hibbing,08MN,08MN
08MO,small_airport,Twin Oaks Airport,955.0,,US,US-MO,Jasper,08MO,08MO
08MS,small_airport,Williams Field,345.0,,US,US-MS,Coldwater,08MS,08MS
08MT,small_airport,Clark Airport,3450.0,,US,US-MT,Grassrange,08MT,08MT
08N,small_airport,Keller Brothers Airport,550.0,,US,US-PA,Lebanon,08N,08N
08NC,small_airport,Whiteheart Farm Airport,750.0,,US,US-NC,Lewisville,08NC,08NC
08ND,small_airport,Brecht Strip,1990.0,,US,US-ND,Golden Valley,08ND,08ND
08NE,small_airport,Laurel Municipal Airport,1467.0,,US,US-NE,Laurel,08NE,08NE
08NH,heliport,Memorial Hospital Heliport,574.0,,US,US-NH,North Conway,08NH,08NH
08NJ,heliport,St Barnabas Medical Center Heliport,429.0,,US,US-NJ,Livingston,08NJ,08NJ
08NY,small_airport,Md1 Airport,650.0,,US,US-NY,Middletown,08NY,08NY
08OH,small_airport,Kenley Airport,1230.0,,US,US-OH,Hartford,08OH,08OH
08OK,small_airport,Parks Airport,635.0,,US,US-OK,Wilburton,08OK,08OK
08OL,small_airport,Broken B Airport,1518.0,,US,US-OK,Hydro,08OL,08OL
08OR,small_airport,Saxon Sycan Airport,4990.0,,US,US-OR,Silver Lake,08OR,08OR
08PA,heliport,Pocono Raceway Heliport,1812.0,,US,US-PA,Pocono Pines,08PA,08PA
08PN,heliport,Thomson Heliport,310.0,,US,US-PA,Lancaster,08PN,08PN
08R,small_airport,Richmond Airport,130.0,,US,US-RI,West Kingston,08R,08R
08TA,heliport,Rancho Del Lago Heliport,1208.0,,US,US-TX,Fischer,08TA,08TA
08TE,small_airport,B. J. Mc Combs Sisterdale Airport,1447.0,,US,US-TX,Comfort,,
08TS,closed,Puesta Del Sol Airport,420.0,,US,US-TX,La Gloria,,
08TX,small_airport,Cross Wind Airport,1040.0,,US,US-TX,Weatherford,08TX,08TX
08U,small_airport,Stevens-Crosby Airport,6397.0,,US,US-NV,North Fork,08U,08U
08VA,small_airport,Springwood Airstrip,1000.0,,US,US-VA,Buchanan,08VA,08VA
08WA,closed,Manchester Laboratory Heliport,2.0,,US,US-WA,Manchester,,
08WI,closed,Pierick Airport,1225.0,,US,US-WI,Highland,08WI,08WI
08XA,small_airport,Knolle Ranch Airport,280.0,,US,US-TX,Snook,08XA,08XA
08XS,small_airport,Peterson Airport,45.0,,US,US-TX,Old Ocean,08XS,08XS
09AA,heliport,Sheldon Chalet Heliport,5742.0,,US,US-AK,Talkeetna,09AA,09AA
09AK,small_airport,West Beaver Airport,228.0,,US,US-AK,Big Lake,09AK,09AK
09AR,heliport,Magnolia Hospital Heliport,310.0,,US,US-AR,Magnolia,09AR,09AR
09AZ,small_airport,Stronghold Airport,4970.0,,US,US-AZ,St David,09AZ,09AZ
09CA,heliport,Mee Memorial Hospital Heliport,320.0,,US,US-CA,King City,09CA,09CA
09CL,small_airport,Alta Sierra Airport,2275.0,,US,US-CA,Grass Valley,09CL,09CL
09CN,heliport,Tulare Motor Sports #2 Heliport,272.0,,US,US-CA,Tulare,09CN,09CN
09CO,small_airport,Cottonwood Field,4180.0,,US,US-CO,Swink,09CO,09CO
09FA,small_airport,Placid Lakes Airport,130.0,,US,US-FL,Lake Placid,09FA,09FA
09FD,small_airport,Cheryl-Lane Landings Airport,71.0,,US,US-FL,Bushnell,09FD,09FD
09FL,small_airport,Sunnybreeze Airport,60.0,,US,US-FL,Arcadia,09FL,09FL
09GA,small_airport,Sunbelt Strip,230.0,,US,US-GA,Moultrie,09GA,09GA
09I,seaplane_base,International Falls Seaplane Base,1110.0,,US,US-MN,International Falls,09I,09I
09IA,small_airport,Skydive Iowa Airport,820.0,,US,US-IA,Brooklyn,09IA,09IA
09ID,small_airport,Taylor Ranch Landing Area Airport,3835.0,,US,US-ID,Moscow,09ID,09ID
09II,small_airport,Gibbons Field,880.0,,US,US-IN,Valeene,09II,09II
09IL,closed,Silver Cross Hospital Heliport,610.0,,US,US-IL,Joliet,,
09IN,small_airport,Gordon Airport,850.0,,US,US-IN,Columbia City,09IN,09IN
09IS,heliport,Swedish American Heliport,874.0,,US,US-IL,Rockford,09IS,09IS
09KS,small_airport,Coffman Airport,970.0,,US,US-KS,Wellsville,09KS,09KS
09KY,heliport,Baptist Hospital East Heliport,531.0,,US,US-KY,Louisville,09KY,09KY
09LA,heliport,Era Helicopters Fourchon Helibase Heliport,2.0,,US,US-LA,Grand Isle,09LA,09LA
09LL,small_airport,Pine Hill Airport,1000.0,,US,US-IL,Capron,09LL,09LL
09LS,heliport,West Feliciana Sheriff's Office Heliport,181.0,,US,US-LA,St Francisville,09LS,09LS
09MA,small_airport,Kallander Field,403.0,,US,US-MA,Southborough,09MA,09MA
09ME,small_airport,Perrotti Skyranch Airfield,260.0,,US,US-ME,Berwick,09ME,09ME
09MI,heliport,Michigan National Guard Headquarters Heliport,842.0,,US,US-MI,Lansing,09MI,09MI
09MN,small_airport,W Johnson Field,1060.0,,US,US-MN,Hazel Run,09MN,09MN
09MO,small_airport,Hogue Farm Airport,1210.0,,US,US-MO,Willard,09MO,09MO
09N,small_airport,Airhaven Airport,450.0,,US,US-NY,Staatsburg,09N,09N
09NC,small_airport,William Irving Lewis Airport,310.0,,US,US-NC,Broadway,09NC,09NC
09NE,small_airport,Summer Hill Farm Airport,1250.0,,US,US-NE,Bennington,09NE,09NE
09NJ,heliport,Stonebridge Farm Helistop,100.0,,US,US-NJ,Somerville,09NJ,09NJ
09NR,small_airport,Dakota Air Ranch Airport,561.0,,US,US-NC,Ramseur,09NR,09NR
09NY,heliport,Spring Lake Fire Department Heliport,254.0,,US,US-NY,Kingston,09NY,09NY
09OK,small_airport,Ragtime Aerodrome,700.0,,US,US-OK,Collinsville,09OK,09OK
09OR,heliport,Mid-Columbia Medical Center Heliport,487.0,,US,US-OR,The Dalles,09OR,09OR
09PA,small_airport,Eagle Field,1780.0,,US,US-PA,Port Matilda,09PA,09PA
09PN,heliport,Hundley Residence Heliport,480.0,,US,US-PA,Kintersville,09PN,09PN
09S,small_airport,Sullivan Lake State Airport,2614.0,,US,US-WA,Metaline Falls,09S,09S
09TA,small_airport,Lazy G Bar Ranch Airport,923.0,,US,US-TX,Decatur,,09T
09TE,small_airport,Running M Ranch Airport,787.0,,US,US-TX,Glen Rose,09TE,09TE
09TN,heliport,Univ of Tennessee Medical Center Heliport,924.0,,US,US-TN,Knoxville,09TN,09TN
09TS,small_airport,Pitcock Rosillos Mountain Ranch Airport,3100.0,,US,US-TX,Marathon,09TS,09TS
09TX,small_airport,Smokey Mtn Ranch Airport,2522.0,,US,US-TX,Sheffield,09TX,09TX
09VA,small_airport,Alum Ridge STOLport,2375.0,,US,US-VA,Floyd,09VA,09VA
09VG,heliport,Augusta Medical Center Heliport,1390.0,,US,US-VA,Fishersville,09VG,09VG
09W,heliport,South Capitol Street Heliport,10.0,,US,US-DC,Washington,09W,09W
09WA,heliport,Holy Family Hospital Heliport,2081.0,,US,US-WA,Spokane,09WA,09WA
09WI,small_airport,Parkway Farm Strip,705.0,,US,US-WI,Holmen,09WI,09WI
09XS,heliport,Baptist Medical Center Heliport,710.0,,US,US-TX,San Antonio,09XS,09XS
09Y,seaplane_base,Wipline Seaplane Base,687.0,,US,US-MN,Inver Grove Hgts,09Y,09Y
0AA6,heliport,Big Salmon Heliport,292.0,,US,US-AK,Haines,0AA6,0AA6
0AA7,small_airport,Kalifonsky Meadows Airport,65.0,,US,US-AK,Kenai,0AA7,0AA7
0AK,small_airport,Pilot Station Airport,305.0,,US,US-AK,Pilot Station,,0AK
0AK0,small_airport,Scotts Airport,800.0,,US,US-AK,North Pole,0AK0,0AK0
0AK1,small_airport,Anderson Lake Airport,463.0,,US,US-AK,Wasilla,0AK1,0AK1
0AK2,small_airport,Yentna Bend Strip,81.0,,US,US-AK,Willow,0AK2,0AK2
